search URL:,https://patents.google.com/?q=TAC%253d%28%28%E2%80%9Ccarbon+capture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Acapture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Atrap%2A%E2%80%9D+OR+%E2%80%9CCO2+capture%E2%80%9D+OR+%E2%80%9Ccarbon%2Aseparat%2A%E2%80%9D+OR+%E2%80%9CCO2+separat%2A%E2%80%9D+OR+%E2%80%9Ccaptur%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccaptur%2A+CO2%E2%80%9D+OR+%E2%80%9Cseparat%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cabsorb%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccompress%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccarbon%2Aabsor%2A%E2%80%9D+OR+%E2%80%9CCO2+absor%2A%E2%80%9D+OR+%E2%80%9Ccarbon%2Acompress%2A%E2%80%9D+OR+%E2%80%9CCO2+compress%2A%E2%80%9D+OR+%28%28%E2%80%9Csolvent+regenerat%2A%E2%80%9D+OR+%E2%80%9Csolvent+recover%2A%E2%80%9D%29+AND+%E2%80%9Ccarbon%E2%80%9D%29%29+%28%E2%80%9Ccarbon+storage%E2%80%9D+OR+%E2%80%9Ccarbon+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Astorage%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Asequest%2A%E2%80%9D+OR+%E2%80%9CCO2+storage%E2%80%9D+OR+%E2%80%9CCO2+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utilis%2A%E2%80%9D+OR+%E2%80%9CCO2+utiliz%2A%E2%80%9D+OR+%E2%80%9CCO2+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarboniz%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbonis%2A+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%28%28%E2%80%9Cleakage%E2%80%9D+OR+%E2%80%9Cmonitor%2A%22%29+AND+%28%22carbon+dioxide%E2%80%9D%29+AND+%28%22storage%22+OR+%22sequest%2A%22%29%29+OR+%E2%80%9Csequest%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cinject%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutiliz%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutilis%2A+carbon+dioxide%E2%80%9D%29%29&before=priority:20230731&after=priority:20130101&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-218393028-U,Low-cost flue gas carbon capture and comprehensive utilization integrated system ,南开大学,"王建友, 何文森, 赵飞",2022-09-27,2022-09-27,2023-01-31,2023-01-31,https://patents.google.com/patent/CN218393028U/en,https://patentimages.storage.googleapis.com/80/7c/17/a0743adc73e480/HDA0003866400100000011.png
US-2023226485-A1,"Devices, systems, facilities and processes for co2 capture and sequestration from power generation facilities ","Next Carbon Solutions, Llc","Ivan van der Walt, Vikrum Subra, Ben Heichelbech, Connor Rivard, Alex Thompson",,2022-11-22,2023-07-20,,https://patents.google.com/patent/US20230226485A1/en,https://patentimages.storage.googleapis.com/a8/6f/8a/9c2c8d95f525cc/US20230226485A1-20230720-D00000.png
CN-114887351-B,System and method for supercritical carbon dioxide extraction of green corrosion inhibitor for carbon capture and sequestration ,西安交通大学,"王跃社, 同国虎, 王晓丹, 李瑞东",2022-05-31,2022-05-31,2023-04-28,2023-04-28,https://patents.google.com/patent/CN114887351B/en,https://patentimages.storage.googleapis.com/f2/80/d7/0d48c28974f416/HDA0003673180370000011.png
US-2023203918-A1,"Oil recovery method integrated with the capture, utilization and storage of co2 through a cavern in saline rock ",Petróleo Brasileiro S.A. - Petrobras,Edgard Poiate Junior,2021-12-23,2022-12-21,2023-06-29,,https://patents.google.com/patent/US20230203918A1/en,https://patentimages.storage.googleapis.com/b5/9d/ff/adb7857705d883/US20230203918A1-20230629-D00000.png
CN-115750009-A,Energy storage power peak regulation system for carbon capture and liquefied natural gas cold energy utilization and operation method ,西安交通大学,"谭宏博, 温娜, 秦晓巧",2022-11-24,2022-11-24,2023-03-07,,https://patents.google.com/patent/CN115750009A/en,https://patentimages.storage.googleapis.com/10/c0/c3/ce540e809e37f9/HDA0003960939230000011.png
CN-116474523-A,Peak staggering energy utilization carbon capture system based on absorption liquid storage ,中国科学院工程热物理研究所,"陈林, 陈嘉祥",,2023-03-22,2023-07-25,,https://patents.google.com/patent/CN116474523A/en,
CN-116328510-A,Self-sufficient carbon dioxide capture and sequestration system ,吕正雄,吕正雄,2022-04-20,2023-04-11,2023-06-27,,https://patents.google.com/patent/CN116328510A/en,https://patentimages.storage.googleapis.com/e2/ae/5a/2f8b74e0b70df3/HDA0004171818110000011.png
CN-116357423-A,LNG power ship energy comprehensive utilization system based on oxygen-enriched combustion carbon capture ,江苏科技大学,"姚寿广, 李辰",2023-04-11,2023-04-11,2023-06-30,,https://patents.google.com/patent/CN116357423A/en,https://patentimages.storage.googleapis.com/70/ff/53/c0a7f37a4914c7/HDA0004171523460000011.png
CN-115659675-A,Optimization method for improving P2G heat utilization rate and thermal coupling of carbon capture equipment ,南昌大学,"杨晓辉, 张钟炼, 邓叶恒, 王晓鹏, 李墨轩, 王昭军",2022-11-03,2022-11-03,2023-01-31,,https://patents.google.com/patent/CN115659675A/en,https://patentimages.storage.googleapis.com/80/f9/ea/a9e1f1f7086add/HDA0003924459300000011.png
CN-115430275-A,Carbon dioxide capture and utilization system and process thereof ,安徽威达环保科技股份有限公司,"黄乃金, 王一瑧, 解彬, 毛宜超, 吴天晴, 何向成, 徐兵",2022-09-30,2022-09-30,2022-12-06,,https://patents.google.com/patent/CN115430275A/en,https://patentimages.storage.googleapis.com/af/88/c5/0c3da75a786379/HDA0003874892690000011.png
CN-114152135-A,Heat storage and photo-thermal coupling carbon capture-containing flue gas waste heat recovery device and method ,"中国华能集团清洁能源技术研究院有限公司, 华能营口热电有限责任公司","安航, 徐世明, 周贤, 杜宇, 彭烁, 刘海祥, 钟迪, 白烨, 姚国鹏, 黄永琪, 王会, 蔡浩飞",2021-12-21,2021-12-21,2022-03-08,,https://patents.google.com/patent/CN114152135A/en,https://patentimages.storage.googleapis.com/2a/4b/74/e7e9abfbfb3cef/HDA0003424717530000011.png
CN-114352366-A,Compressed air cryogenic energy storage and oxygen-enriched combustion carbon capture system of thermal power plant ,中国电力工程顾问集团西南电力设计院有限公司,"李思雨, 冯黎, 黄晓莉, 许华, 方岗, 陶承勇, 吴东梅, 万屹, 郑世伟, 李欣媛",2021-12-22,2021-12-22,2022-04-15,,https://patents.google.com/patent/CN114352366A/en,https://patentimages.storage.googleapis.com/54/fe/91/793dbecf255b26/HDA0003426932710000011.png
CN-115371450-A,Multi-heat-source-driven cement kiln carbon capture and organic Rankine cycle deep waste heat utilization system ,中国电建集团江西省电力设计院有限公司,"许德昌, 张腾飞, 郑海涛",2022-08-24,2022-08-24,2022-11-22,,https://patents.google.com/patent/CN115371450A/en,https://patentimages.storage.googleapis.com/a8/cd/c7/a2b3526c81fc9e/HDA0003813169070000011.png
CN-115350574-A,Gas thermal power energy recovery and carbon capture comprehensive utilization method and device ,大连理工大学,"魏炜, 白洪亮, 张涌, 刘志军, 马建斌, 李志义, 任旭阳, 刘凤霞, 刘陇生, 许晓飞, 陈亮",2022-08-03,2022-08-03,2022-11-18,,https://patents.google.com/patent/CN115350574A/en,https://patentimages.storage.googleapis.com/27/c1/6c/7c9118e951a212/HDA0003780592260000011.png
CN-115324671-A,High-temperature carbon capture and in-situ conversion utilization system and method for fuel gas-steam combined cycle power generation coupled with electrolyzed water ,华东理工大学,"胡军, 邵斌, 孙哲毅, 高梓皓, 刘洪来",2022-07-29,2022-07-29,2022-11-11,,https://patents.google.com/patent/CN115324671A/en,https://patentimages.storage.googleapis.com/07/36/7a/ae98ecaaafffe1/HDA0003772400800000011.png
WO-2023091178-A1,Characterizing effects of co2 chemical reaction with rock minerals during carbon capture and sequestration ,"Halliburton Energy Services, Inc.","Songhua Chen, Gabriela SINGER, Wei Shao",2021-11-16,2022-03-28,2023-05-25,,https://patents.google.com/patent/WO2023091178A1/en,
CN-115263466-A,Low-temperature carbon capture coupling cold energy and waste heat cascade utilization system of LNG power ship ,江苏科技大学,"姚寿广, 李辰, 乔鑫, 张�成, 金楹杰",2022-07-13,2022-07-13,2022-11-01,,https://patents.google.com/patent/CN115263466A/en,https://patentimages.storage.googleapis.com/15/d2/76/3953393096bcc3/220713133600.png
US-2022090539-A1,Flexible carbon capture and storage system for producing a low carbon source of electricity ,"Ramachandran Krishnamurthy, Makini Byron","Ramachandran Krishnamurthy, Makini Byron",2020-09-24,2021-09-17,2022-03-24,,https://patents.google.com/patent/US20220090539A1/en,https://patentimages.storage.googleapis.com/b9/e9/3e/95ed297c6345cf/US20220090539A1-20220324-D00000.png
US-2023021734-A1,Co2 capture and utilization system and method ,University Of Kentucky Research Foundation,"Kunlei Liu, Mark Crocker, Heather Nikolic",2021-07-19,2022-07-19,2023-01-26,,https://patents.google.com/patent/US20230021734A1/en,https://patentimages.storage.googleapis.com/e4/20/19/3e2cb99cf07d4f/US20230021734A1-20230126-D00000.png
US-2023213275-A1,"Devices, systems, facilities and processes for co2 capture/sequestration and pyrolysis based hydrogen generation from blast furnace facilities ","Next Carbon Solutions, Llc","Vikrum Subra, Ivan van der Walt, Ben Heichelbech",2021-11-24,2022-11-22,2023-07-06,,https://patents.google.com/patent/US20230213275A1/en,https://patentimages.storage.googleapis.com/6a/f4/74/bcfd829840f620/US20230213275A1-20230706-D00000.png
CN-115875094-A,Carbon dioxide energy storage and release method and system based on carbon capture ,华电电力科学研究院有限公司,"陈桥, 周宇昊, 张钟平, 刘丽丽, 牟敏, 赵大周, 李欣璇, 温强宇, 邓睿锋",2022-11-22,2022-11-22,2023-03-31,,https://patents.google.com/patent/CN115875094A/en,https://patentimages.storage.googleapis.com/f9/78/b3/8742b80cdad62e/HDA0003957355390000011.png
CN-218281241-U,Carbon dioxide capture and utilization system ,安徽威达环保科技股份有限公司,"黄乃金, 王一瑧, 解彬, 毛宜超, 吴天晴, 何向成, 徐兵",2022-09-30,2022-09-30,2023-01-13,2023-01-13,https://patents.google.com/patent/CN218281241U/en,https://patentimages.storage.googleapis.com/eb/15/89/15bbcd1780562a/HDA0003874891820000011.png
US-2023213276-A1,"Devices, systems, facilities and processes for co2 capture/sequestration and conventional hydrogen generation from blast furnace facilities ","Next Carbon Solutions, Llc","Vikrum Subra, Ivan Van der Wait, Ben Heichelbech",2021-11-24,2022-11-23,2023-07-06,,https://patents.google.com/patent/US20230213276A1/en,https://patentimages.storage.googleapis.com/ab/b7/f0/0fca651e21410c/US20230213276A1-20230706-D00000.png
CN-114673571-A,"Coupling system for carbon capture, utilization, sealing and supercritical carbon dioxide energy storage technology ","中科南京未来能源系统研究院, 中国科学院工程热物理研究所","张华良, 高阿飞, 尹钊, 徐玉杰, 陈海生",2022-04-11,2022-04-11,2022-06-28,,https://patents.google.com/patent/CN114673571A/en,https://patentimages.storage.googleapis.com/6e/2b/ca/a29163ed255edd/220410161519.png
CN-116139656-A,Solar-driven biomass utilization and carbon capture system ,常州大学,"刘恩海, 祁彪, 魏晓童, 陈建芳, 许霞, 鲁海方, 王帅鹏, 郭张辉",2023-01-09,2023-01-09,2023-05-23,,https://patents.google.com/patent/CN116139656A/en,https://patentimages.storage.googleapis.com/af/06/42/18d2611ee29bca/HDA0004044940360000011.png
BR-102018005769-A2,"NATURAL GAS GRAVITATIONAL SEPARATION METHOD IN CAVES, CATCHING AND DEFINITIVE CO2 GAS STORAGE AND CO2 DEFINITIVE CATCHING AND STORAGE ",Universidade De São Paulo - Usp,"Julio Romano Meneghini, Kazuo Nishimoto, Claudio Augusto Oller Do Nascimento, Felipe Ruggeri, Álvaro Maia Da Costa, Pedro Vassalo Maia Da Costa",2018-03-22,2018-03-22,2019-10-08,,https://patents.google.com/patent/BR102018005769A2/en,
CN-114961899-A,LNG power ship waste heat and cold energy comprehensive utilization system with carbon capture function ,江苏科技大学,"姚寿广, 李辰, 张�成, 乔鑫, 吴婧, 郎家伟",2022-05-12,2022-05-12,2022-08-30,,https://patents.google.com/patent/CN114961899A/en,https://patentimages.storage.googleapis.com/a1/e7/95/acdd420310d854/220512155552.png
CN-113095637-A,Method and system for evaluating economic feasibility of bioenergy and carbon capture and sequestration technology ,北京理工大学,"魏一鸣, 朱楠楠, 余碧莹, 王晋伟, 康佳宁, 廖华",2021-03-25,2021-03-25,2021-07-09,,https://patents.google.com/patent/CN113095637A/en,https://patentimages.storage.googleapis.com/be/30/c4/869e512aec5bc6/HDA0002992425890000011.png
CN-116191496-A,Wind-solar power generation energy storage system combined with carbon capture ,"清华大学, 中国长江三峡集团有限公司, 山东大学, 三峡新能源四子王风电有限公司","赵方亮, 谢宁宁, 赖艳华, 薛小代, 孙长平, 雷肖, 王亚洲, 蔺新星, 丁若晨, 郑志美",2023-01-13,2023-01-13,2023-05-30,,https://patents.google.com/patent/CN116191496A/en,https://patentimages.storage.googleapis.com/c5/ce/00/952c815da97616/HDA0004065210320000011.png
CN-114772724-A,Process and device for enhancing carbon capture of municipal sewage and reduction and resource utilization of excess sludge by combining sludge fermentation with PN/A technology ,北京工业大学,"彭永臻, 安泽铭, 高歆婕, 丁静, 张琼, 李夕耀",2022-03-10,2022-03-10,2022-07-22,,https://patents.google.com/patent/CN114772724A/en,https://patentimages.storage.googleapis.com/d7/8c/2c/b48dce74d6f77f/HDA0003541311600000011.png
CN-215326962-U,Combined alkali making system for preparing synthetic ammonia by combining carbon capture and utilization with green hydrogen ,唐山三友化工股份有限公司,"王春生, 李建渊, 马德春, 张体良, 冯树红, 李志全, 李全昶, 韩庆龙",2021-05-26,2021-05-26,2021-12-28,2021-12-28,https://patents.google.com/patent/CN215326962U/en,https://patentimages.storage.googleapis.com/80/dc/a0/36ce964d9c8a86/210525095210.png
CN-217110616-U,Coupling heat-storage and photo-thermal smoke waste heat recovery device with carbon capture ,"中国华能集团清洁能源技术研究院有限公司, 华能营口热电有限责任公司","安航, 徐世明, 周贤, 杜宇, 彭烁, 刘海祥, 钟迪, 白烨, 姚国鹏, 黄永琪, 王会, 蔡浩飞",2021-12-21,2021-12-21,2022-08-02,2022-08-02,https://patents.google.com/patent/CN217110616U/en,https://patentimages.storage.googleapis.com/e3/77/a2/b8f4347e318b92/HDA0003424714620000011.png
CN-114028911-A,Efficient carbon capture system based on waste heat recovery and utilization of interstage compressor ,江苏科技大学,"蒋庆峰, 宋肖, 冯汉升, 陈育平, 潘崇耀, 段文清",2021-11-09,2021-11-09,2022-02-11,,https://patents.google.com/patent/CN114028911A/en,https://patentimages.storage.googleapis.com/3a/af/9f/10e2fe7664d98c/HDA0003344924570000011.png
CN-216498544-U,Flue gas waste heat cascade utilization device with carbon dioxide capture function ,"华能营口热电有限责任公司, 中国华能集团清洁能源技术研究院有限公司","徐世明, 安航, 刘家男, 周贤, 蔡洪波, 彭烁, 钟迪, 白烨, 姚国鹏, 黄永琪, 王会, 蔡浩飞",2021-12-21,2021-12-21,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216498544U/en,https://patentimages.storage.googleapis.com/0f/fe/fc/78b8d95cdcc7b7/HDA0003424039560000011.png
CN-216429705-U,Cryogenic energy storage and oxygen-enriched combustion carbon capture system for compressed air of thermal power plant ,中国电力工程顾问集团西南电力设计院有限公司,"李思雨, 冯黎, 黄晓莉, 许华, 方岗, 陶承勇, 吴东梅, 万屹, 郑世伟, 李欣媛",2021-12-22,2021-12-22,2022-05-03,2022-05-03,https://patents.google.com/patent/CN216429705U/en,https://patentimages.storage.googleapis.com/07/39/33/540055ef74b778/HDA0003426258360000011.png
CN-216986969-U,Carbon capture and utilization and CO2Energy storage and power generation integrated system ,中国科学院理化技术研究所,"张振涛, 郝佳豪, 杨俊玲, 越云凯",2022-01-10,2022-01-10,2022-07-19,2022-07-19,https://patents.google.com/patent/CN216986969U/en,https://patentimages.storage.googleapis.com/f7/60/69/7a85ca73dd26ca/HDA0003463517820000011.png
CN-217526916-U,Carbon dioxide battery energy storage management system for ship tail gas carbon capture system ,中太海碳(上海)环保科技有限公司,"高云鹏, 魏颖, 何炜, 杨曹勇",2022-03-22,2022-03-22,2022-10-04,2022-10-04,https://patents.google.com/patent/CN217526916U/en,https://patentimages.storage.googleapis.com/dc/0c/d0/c8865bb9b50794/HDA0003557786880000011.png
CN-114739044-A,Carbon capture system for cascade utilization of flue gas waste heat and operation method thereof ,江苏科技大学,"蒋庆峰, 宋肖, 万世卿, 冯汉升, 陈育平, 郭霆",2022-04-08,2022-04-08,2022-07-12,,https://patents.google.com/patent/CN114739044A/en,https://patentimages.storage.googleapis.com/0f/68/7a/9d72234449252d/HDA0003587057340000011.png
CN-113988367-A,Random optimization scheduling method of wind-solar-thermal storage coupling carbon capture and utilization system ,东南大学,"吴啸, 陈显浩, 翟晓龙, 方一之, 许晟",2021-09-22,2021-09-22,2022-01-28,,https://patents.google.com/patent/CN113988367A/en,https://patentimages.storage.googleapis.com/af/d9/dc/1e032e3a1537fa/HDA0003271497730000011.png
CN-115999308-A,MOFs adsorbent-based direct air carbon capture and utilization system and method ,"苏州西热节能环保技术有限公司, 西安热工研究院有限公司","方朝君, 孔凡海, 姚啸林, 鲍强, 王乐乐, 姚燕, 杨晓宁, 马云龙, 王凯, 罗彦佩",2023-01-12,2023-01-12,2023-04-25,,https://patents.google.com/patent/CN115999308A/en,https://patentimages.storage.googleapis.com/20/5f/a2/98a9c094f5a3ad/HDA0004050616440000011.png
CN-116222151-A,Cryogenic carbon capture system with large-scale long-period energy storage function and near 0 carbon emission for coal-fired unit ,章礼道,章礼道,2022-11-23,2022-11-23,2023-06-06,,https://patents.google.com/patent/CN116222151A/en,https://patentimages.storage.googleapis.com/39/17/73/9bef5f199838fb/HSA0000292447330000011.png
CN-115540498-A,Cold and heat energy utilization device and carbon capture method suitable for LNG ship ,哈尔滨工程大学,"朱元清, 夏冲, 周松, 冯永明, 席鸿远",2022-08-19,2022-08-19,2022-12-30,,https://patents.google.com/patent/CN115540498A/en,https://patentimages.storage.googleapis.com/04/c2/fd/5410070231db68/HDA0003806597290000011.png
WO-2023092138-A1,Process for carbon capture and sequestration in a subsurface formation by injection of liquefied biomass ,"Shell Usa, Inc., Shell Internationale Research Maatschappij B.V.","Jeroen Groenenboom, Paula de Almeida, Diego WEVER, Diederik Willem VAN BATENBURG",2021-11-22,2022-11-22,2023-05-25,,https://patents.google.com/patent/WO2023092138A1/en,
WO-2023096735-A1,Method and system for electrochemical-based carbon capture and sequestration/valorization ,The Board Of Trustees Of The University Of Illinois,"Kyle Christopher Smith, Aniruddh SHRIVASTAVA",2021-11-26,2022-11-07,2023-06-01,,https://patents.google.com/patent/WO2023096735A1/en,
WO-2020092053-A1,"Carbon capture, storage, and recycling compositions ","Oakland City University, Founded By General Baptists, Inc.",Barnabas OTOO,2018-10-29,2019-10-22,2020-05-07,,https://patents.google.com/patent/WO2020092053A1/en,
WO-2022259022-A1,System and method for carbon capture and utilization ,Cyprus University Of Technology,Ioannis VYRIDES,2021-06-09,2021-06-09,2022-12-15,,https://patents.google.com/patent/WO2022259022A1/en,
KR-20160087493-A,liquid phase height identifying electrode sensor for CO2 temporary storage tank of carbon dioxide capture and storage ,"한국해양과학기술원, 한국해양대학교 산학협력단","조맹익, 강성길, 허철",2015-01-13,2015-01-13,2016-07-22,,https://patents.google.com/patent/KR20160087493A/en,https://patentimages.storage.googleapis.com/3e/04/32/e9d1ee56c30c1e/pat00001.png
KR-20230055591-A,Utilization system for off gas from catalytic CO2 hydrogenation via gas hydrate-based gas separation and utilization method for off gas ,울산과학기술원,"서용원, 이재성, 최원중, 김광영, 김성우, 이주형",2021-10-19,2021-10-19,2023-04-26,,https://patents.google.com/patent/KR20230055591A/en,https://patentimages.storage.googleapis.com/4e/85/8f/b4fe1b0d9dc1ad/pat00001.png
US-11383199-B1,Process and system for low pressure CO2 capture and bio-sequestration ,"Black Swan, Llc",Brian Kolodji,2018-03-30,2019-04-01,2022-07-12,2022-07-12,https://patents.google.com/patent/US11383199B1/en,https://patentimages.storage.googleapis.com/ab/5b/eb/aebbfaf0f87896/US11383199-20220712-D00000.png
KR-20230100920-A,Carbonation method of highly reactive minerals in the process of carbon capture and utilization ,(주)선진환경,"권성헌, 이강우",,2021-12-29,2023-07-06,,https://patents.google.com/patent/KR20230100920A/en,https://patentimages.storage.googleapis.com/0f/ca/a5/d7f30ed7d3a42f/pat00002.png
